time,Year,Month,Day,SIE
7/11/15,2015,7,11,16-Jan-00
7/12/15,2015,7,12,16-Jan-00
13/7/2015,2015,7,13,16-Jan-00
14/7/2015,2015,7,14,16-Jan-00
15/7/2015,2015,7,15,16-Jan-00
16/7/2015,2015,7,16,16-Jan-00
17/7/2015,2015,7,17,16-Jan-00
18/7/2015,2015,7,18,16-Jan-00
19/7/2015,2015,7,19,16-Jan-00
20/7/2015,2015,7,20,16-Jan-00
21/7/2015,2015,7,21,16-Jan-00
22/7/2015,2015,7,22,16-Jan-00
23/7/2015,2015,7,23,16-Jan-00
24/7/2015,2015,7,24,17-Jan-00
25/7/2015,2015,7,25,17-Jan-00
26/7/2015,2015,7,26,17-Jan-00
27/7/2015,2015,7,27,17-Jan-00
28/7/2015,2015,7,28,17-Jan-00
29/7/2015,2015,7,29,17-Jan-00
30/7/2015,2015,7,30,17-Jan-00
31/7/2015,2015,7,31,17-Jan-00
8/1/15,2015,8,1,17-Jan-00
8/2/15,2015,8,2,17-Jan-00
8/3/15,2015,8,3,17-Jan-00
8/4/15,2015,8,4,17-Jan-00
8/5/15,2015,8,5,17-Jan-00
8/6/15,2015,8,6,17-Jan-00
8/7/15,2015,8,7,17-Jan-00
8/8/15,2015,8,8,17-Jan-00
8/9/15,2015,8,9,17-Jan-00
8/10/15,2015,8,10,17-Jan-00
8/11/15,2015,8,11,17-Jan-00
8/12/15,2015,8,12,17-Jan-00
13/8/2015,2015,8,13,17-Jan-00
14/8/2015,2015,8,14,17-Jan-00
15/8/2015,2015,8,15,17-Jan-00
16/8/2015,2015,8,16,17-Jan-00
17/8/2015,2015,8,17,17-Jan-00
18/8/2015,2015,8,18,17-Jan-00
19/8/2015,2015,8,19,17-Jan-00
20/8/2015,2015,8,20,17-Jan-00
21/8/2015,2015,8,21,17-Jan-00
22/8/2015,2015,8,22,17-Jan-00
23/8/2015,2015,8,23,17-Jan-00
24/8/2015,2015,8,24,17-Jan-00
25/8/2015,2015,8,25,17-Jan-00
26/8/2015,2015,8,26,18-Jan-00
27/8/2015,2015,8,27,18-Jan-00
28/8/2015,2015,8,28,18-Jan-00
29/8/2015,2015,8,29,18-Jan-00
30/8/2015,2015,8,30,18-Jan-00
31/8/2015,2015,8,31,18-Jan-00
9/1/15,2015,9,1,18-Jan-00
9/2/15,2015,9,2,18-Jan-00
9/3/15,2015,9,3,18-Jan-00
9/4/15,2015,9,4,18-Jan-00
9/5/15,2015,9,5,18-Jan-00
9/6/15,2015,9,6,18-Jan-00
9/7/15,2015,9,7,18-Jan-00
9/8/15,2015,9,8,18-Jan-00
9/9/15,2015,9,9,18-Jan-00
9/10/15,2015,9,10,18-Jan-00
9/11/15,2015,9,11,18-Jan-00
9/12/15,2015,9,12,18-Jan-00
13/9/2015,2015,9,13,18-Jan-00
14/9/2015,2015,9,14,18-Jan-00
15/9/2015,2015,9,15,18-Jan-00
16/9/2015,2015,9,16,18-Jan-00
17/9/2015,2015,9,17,18-Jan-00
18/9/2015,2015,9,18,18-Jan-00
19/9/2015,2015,9,19,18-Jan-00
20/9/2015,2015,9,20,18-Jan-00
21/9/2015,2015,9,21,18-Jan-00
22/9/2015,2015,9,22,18-Jan-00
23/9/2015,2015,9,23,18-Jan-00
24/9/2015,2015,9,24,18-Jan-00
25/9/2015,2015,9,25,18-Jan-00
26/9/2015,2015,9,26,18-Jan-00
27/9/2015,2015,9,27,18-Jan-00
28/9/2015,2015,9,28,18-Jan-00
29/9/2015,2015,9,29,18-Jan-00
30/9/2015,2015,9,30,18-Jan-00
10/1/15,2015,10,1,18-Jan-00
10/2/15,2015,10,2,18-Jan-00
10/3/15,2015,10,3,18-Jan-00
10/4/15,2015,10,4,18-Jan-00
10/5/15,2015,10,5,18-Jan-00
10/6/15,2015,10,6,18-Jan-00
10/7/15,2015,10,7,18-Jan-00
10/8/15,2015,10,8,18-Jan-00
10/9/15,2015,10,9,18-Jan-00
10/10/15,2015,10,10,18-Jan-00
10/11/15,2015,10,11,18-Jan-00
10/12/15,2015,10,12,18-Jan-00
13/10/2015,2015,10,13,18-Jan-00
14/10/2015,2015,10,14,18-Jan-00
15/10/2015,2015,10,15,18-Jan-00
16/10/2015,2015,10,16,18-Jan-00
17/10/2015,2015,10,17,18-Jan-00
18/10/2015,2015,10,18,18-Jan-00
19/10/2015,2015,10,19,18-Jan-00
20/10/2015,2015,10,20,18-Jan-00
21/10/2015,2015,10,21,18-Jan-00
22/10/2015,2015,10,22,18-Jan-00
23/10/2015,2015,10,23,18-Jan-00
24/10/2015,2015,10,24,18-Jan-00
25/10/2015,2015,10,25,18-Jan-00
26/10/2015,2015,10,26,17-Jan-00
27/10/2015,2015,10,27,17-Jan-00
28/10/2015,2015,10,28,17-Jan-00
29/10/2015,2015,10,29,17-Jan-00
30/10/2015,2015,10,30,17-Jan-00
31/10/2015,2015,10,31,17-Jan-00
11/1/15,2015,11,1,17-Jan-00
11/2/15,2015,11,2,17-Jan-00
11/3/15,2015,11,3,17-Jan-00
11/4/15,2015,11,4,17-Jan-00
11/5/15,2015,11,5,17-Jan-00
11/6/15,2015,11,6,17-Jan-00
11/7/15,2015,11,7,17-Jan-00
11/8/15,2015,11,8,16-Jan-00
11/9/15,2015,11,9,16-Jan-00
11/10/15,2015,11,10,16-Jan-00
11/11/15,2015,11,11,16-Jan-00
11/12/15,2015,11,12,16-Jan-00
13/11/2015,2015,11,13,16-Jan-00
14/11/2015,2015,11,14,16-Jan-00
15/11/2015,2015,11,15,16-Jan-00
16/11/2015,2015,11,16,16-Jan-00
17/11/2015,2015,11,17,16-Jan-00
18/11/2015,2015,11,18,16-Jan-00
19/11/2015,2015,11,19,16-Jan-00
20/11/2015,2015,11,20,15-Jan-00
21/11/2015,2015,11,21,15-Jan-00
22/11/2015,2015,11,22,15-Jan-00
23/11/2015,2015,11,23,15-Jan-00
24/11/2015,2015,11,24,15-Jan-00
25/11/2015,2015,11,25,15-Jan-00
26/11/2015,2015,11,26,14-Jan-00
27/11/2015,2015,11,27,14-Jan-00
28/11/2015,2015,11,28,14-Jan-00
29/11/2015,2015,11,29,14-Jan-00
30/11/2015,2015,11,30,14-Jan-00
12/1/15,2015,12,1,14-Jan-00
12/2/15,2015,12,2,13-Jan-00
12/3/15,2015,12,3,13-Jan-00
12/4/15,2015,12,4,13-Jan-00
12/5/15,2015,12,5,13-Jan-00
12/6/15,2015,12,6,12-Jan-00
12/7/15,2015,12,7,12-Jan-00
12/8/15,2015,12,8,12-Jan-00
12/9/15,2015,12,9,12-Jan-00
12/10/15,2015,12,10,11-Jan-00
12/11/15,2015,12,11,11-Jan-00
12/12/15,2015,12,12,11-Jan-00
13/12/2015,2015,12,13,10-Jan-00
14/12/2015,2015,12,14,10-Jan-00
15/12/2015,2015,12,15,10-Jan-00
16/12/2015,2015,12,16,10-Jan-00
17/12/2015,2015,12,17,10-Jan-00
18/12/2015,2015,12,18,10-Jan-00
19/12/2015,2015,12,19,9-Jan-00
20/12/2015,2015,12,20,9-Jan-00
21/12/2015,2015,12,21,9-Jan-00
22/12/2015,2015,12,22,9-Jan-00
23/12/2015,2015,12,23,9-Jan-00
24/12/2015,2015,12,24,9-Jan-00
25/12/2015,2015,12,25,8-Jan-00
26/12/2015,2015,12,26,8-Jan-00
27/12/2015,2015,12,27,8-Jan-00
28/12/2015,2015,12,28,8-Jan-00
29/12/2015,2015,12,29,7-Jan-00
30/12/2015,2015,12,30,7-Jan-00
31/12/2015,2015,12,31,7-Jan-00
1/1/16,2016,1,1,6-Jan-00
1/2/16,2016,1,2,6-Jan-00
1/3/16,2016,1,3,6-Jan-00
1/4/16,2016,1,4,6-Jan-00
1/5/16,2016,1,5,6-Jan-00
1/6/16,2016,1,6,6-Jan-00
1/7/16,2016,1,7,5-Jan-00
1/8/16,2016,1,8,5-Jan-00
1/9/16,2016,1,9,5-Jan-00
1/10/16,2016,1,10,5-Jan-00
1/11/16,2016,1,11,5-Jan-00
1/12/16,2016,1,12,5-Jan-00
13/1/2016,2016,1,13,5-Jan-00
14/1/2016,2016,1,14,4-Jan-00
15/1/2016,2016,1,15,4-Jan-00
16/1/2016,2016,1,16,4-Jan-00
17/1/2016,2016,1,17,4-Jan-00
18/1/2016,2016,1,18,4-Jan-00
19/1/2016,2016,1,19,4-Jan-00
20/1/2016,2016,1,20,3-Jan-00
21/1/2016,2016,1,21,3-Jan-00
22/1/2016,2016,1,22,3-Jan-00
23/1/2016,2016,1,23,3-Jan-00
24/1/2016,2016,1,24,3-Jan-00
25/1/2016,2016,1,25,3-Jan-00
26/1/2016,2016,1,26,3-Jan-00
27/1/2016,2016,1,27,3-Jan-00
28/1/2016,2016,1,28,3-Jan-00
29/1/2016,2016,1,29,3-Jan-00
30/1/2016,2016,1,30,3-Jan-00
31/1/2016,2016,1,31,3-Jan-00
2/1/16,2016,2,1,3-Jan-00
2/2/16,2016,2,2,3-Jan-00
2/3/16,2016,2,3,3-Jan-00
2/4/16,2016,2,4,2-Jan-00
2/5/16,2016,2,5,2-Jan-00
2/6/16,2016,2,6,2-Jan-00
2/7/16,2016,2,7,2-Jan-00
2/8/16,2016,2,8,2-Jan-00
2/9/16,2016,2,9,2-Jan-00
2/10/16,2016,2,10,2-Jan-00
2/11/16,2016,2,11,2-Jan-00
2/12/16,2016,2,12,2-Jan-00
13/2/2016,2016,2,13,2-Jan-00
14/2/2016,2016,2,14,2-Jan-00
15/2/2016,2016,2,15,2-Jan-00
16/2/2016,2016,2,16,2-Jan-00
17/2/2016,2016,2,17,2-Jan-00
18/2/2016,2016,2,18,2-Jan-00
19/2/2016,2016,2,19,2-Jan-00
20/2/2016,2016,2,20,2-Jan-00
21/2/2016,2016,2,21,2-Jan-00
22/2/2016,2016,2,22,2-Jan-00
23/2/2016,2016,2,23,2-Jan-00
24/2/2016,2016,2,24,2-Jan-00
25/2/2016,2016,2,25,2-Jan-00
26/2/2016,2016,2,26,2-Jan-00
27/2/2016,2016,2,27,2-Jan-00
28/2/2016,2016,2,28,2-Jan-00
29/2/2016,2016,2,29,2-Jan-00
3/1/16,2016,3,1,2-Jan-00
3/2/16,2016,3,2,2-Jan-00
3/3/16,2016,3,3,2-Jan-00
3/4/16,2016,3,4,2-Jan-00
3/5/16,2016,3,5,3-Jan-00
3/6/16,2016,3,6,3-Jan-00
3/7/16,2016,3,7,3-Jan-00
3/8/16,2016,3,8,3-Jan-00
3/9/16,2016,3,9,3-Jan-00
3/10/16,2016,3,10,3-Jan-00
3/11/16,2016,3,11,3-Jan-00
3/12/16,2016,3,12,3-Jan-00
13/3/2016,2016,3,13,3-Jan-00
14/3/2016,2016,3,14,3-Jan-00
15/3/2016,2016,3,15,3-Jan-00
16/3/2016,2016,3,16,3-Jan-00
17/3/2016,2016,3,17,4-Jan-00
18/3/2016,2016,3,18,4-Jan-00
19/3/2016,2016,3,19,4-Jan-00
20/3/2016,2016,3,20,4-Jan-00
21/3/2016,2016,3,21,4-Jan-00
22/3/2016,2016,3,22,4-Jan-00
23/3/2016,2016,3,23,4-Jan-00
24/3/2016,2016,3,24,4-Jan-00
25/3/2016,2016,3,25,5-Jan-00
26/3/2016,2016,3,26,5-Jan-00
27/3/2016,2016,3,27,5-Jan-00
28/3/2016,2016,3,28,5-Jan-00
29/3/2016,2016,3,29,5-Jan-00
30/3/2016,2016,3,30,5-Jan-00
31/3/2016,2016,3,31,5-Jan-00
4/1/16,2016,4,1,5-Jan-00
4/2/16,2016,4,2,5-Jan-00
4/3/16,2016,4,3,5-Jan-00
4/4/16,2016,4,4,6-Jan-00
4/5/16,2016,4,5,6-Jan-00
4/6/16,2016,4,6,6-Jan-00
4/7/16,2016,4,7,6-Jan-00
4/8/16,2016,4,8,6-Jan-00
4/9/16,2016,4,9,6-Jan-00
4/10/16,2016,4,10,6-Jan-00
4/11/16,2016,4,11,6-Jan-00
4/12/16,2016,4,12,6-Jan-00
13/4/2016,2016,4,13,6-Jan-00
14/4/2016,2016,4,14,7-Jan-00
15/4/2016,2016,4,15,7-Jan-00
16/4/2016,2016,4,16,7-Jan-00
17/4/2016,2016,4,17,7-Jan-00
18/4/2016,2016,4,18,7-Jan-00
19/4/2016,2016,4,19,7-Jan-00
20/4/2016,2016,4,20,7-Jan-00
21/4/2016,2016,4,21,7-Jan-00
22/4/2016,2016,4,22,7-Jan-00
23/4/2016,2016,4,23,7-Jan-00
24/4/2016,2016,4,24,8-Jan-00
25/4/2016,2016,4,25,8-Jan-00
26/4/2016,2016,4,26,8-Jan-00
27/4/2016,2016,4,27,8-Jan-00
28/4/2016,2016,4,28,8-Jan-00
29/4/2016,2016,4,29,8-Jan-00
30/4/2016,2016,4,30,8-Jan-00
5/1/16,2016,5,1,8-Jan-00
5/2/16,2016,5,2,8-Jan-00
5/3/16,2016,5,3,9-Jan-00
5/4/16,2016,5,4,9-Jan-00
5/5/16,2016,5,5,9-Jan-00
5/6/16,2016,5,6,9-Jan-00
5/7/16,2016,5,7,9-Jan-00
5/8/16,2016,5,8,9-Jan-00
5/9/16,2016,5,9,9-Jan-00
5/10/16,2016,5,10,9-Jan-00
5/11/16,2016,5,11,9-Jan-00
5/12/16,2016,5,12,9-Jan-00
13/5/2016,2016,5,13,9-Jan-00
14/5/2016,2016,5,14,9-Jan-00
15/5/2016,2016,5,15,9-Jan-00
16/5/2016,2016,5,16,10-Jan-00
17/5/2016,2016,5,17,10-Jan-00
18/5/2016,2016,5,18,10-Jan-00
19/5/2016,2016,5,19,10-Jan-00
20/5/2016,2016,5,20,10-Jan-00
21/5/2016,2016,5,21,10-Jan-00
22/5/2016,2016,5,22,10-Jan-00
23/5/2016,2016,5,23,10-Jan-00
24/5/2016,2016,5,24,10-Jan-00
25/5/2016,2016,5,25,10-Jan-00
26/5/2016,2016,5,26,10-Jan-00
27/5/2016,2016,5,27,11-Jan-00
28/5/2016,2016,5,28,11-Jan-00
29/5/2016,2016,5,29,11-Jan-00
30/5/2016,2016,5,30,11-Jan-00
31/5/2016,2016,5,31,11-Jan-00
6/1/16,2016,6,1,11-Jan-00
6/2/16,2016,6,2,11-Jan-00
6/3/16,2016,6,3,11-Jan-00
6/4/16,2016,6,4,11-Jan-00
6/5/16,2016,6,5,11-Jan-00
6/6/16,2016,6,6,12-Jan-00
6/7/16,2016,6,7,12-Jan-00
6/8/16,2016,6,8,12-Jan-00
6/9/16,2016,6,9,12-Jan-00
6/10/16,2016,6,10,12-Jan-00
6/11/16,2016,6,11,12-Jan-00
6/12/16,2016,6,12,12-Jan-00
13/6/2016,2016,6,13,13-Jan-00
14/6/2016,2016,6,14,13-Jan-00
15/6/2016,2016,6,15,13-Jan-00
16/6/2016,2016,6,16,13-Jan-00
17/6/2016,2016,6,17,13-Jan-00
18/6/2016,2016,6,18,13-Jan-00
19/6/2016,2016,6,19,13-Jan-00
20/6/2016,2016,6,20,13-Jan-00
21/6/2016,2016,6,21,13-Jan-00
22/6/2016,2016,6,22,14-Jan-00
23/6/2016,2016,6,23,14-Jan-00
24/6/2016,2016,6,24,14-Jan-00
25/6/2016,2016,6,25,14-Jan-00
26/6/2016,2016,6,26,14-Jan-00
27/6/2016,2016,6,27,14-Jan-00
28/6/2016,2016,6,28,14-Jan-00
29/6/2016,2016,6,29,14-Jan-00
30/6/2016,2016,6,30,14-Jan-00
7/1/16,2016,7,1,14-Jan-00
7/2/16,2016,7,2,14-Jan-00
7/3/16,2016,7,3,14-Jan-00
7/4/16,2016,7,4,14-Jan-00
7/5/16,2016,7,5,15-Jan-00
7/6/16,2016,7,6,15-Jan-00
7/7/16,2016,7,7,15-Jan-00
7/8/16,2016,7,8,15-Jan-00
7/9/16,2016,7,9,15-Jan-00
7/10/16,2016,7,10,15-Jan-00
7/11/16,2016,7,11,15-Jan-00
7/12/16,2016,7,12,15-Jan-00
13/7/2016,2016,7,13,16-Jan-00
14/7/2016,2016,7,14,16-Jan-00
15/7/2016,2016,7,15,16-Jan-00
16/7/2016,2016,7,16,16-Jan-00
17/7/2016,2016,7,17,16-Jan-00
18/7/2016,2016,7,18,16-Jan-00
19/7/2016,2016,7,19,16-Jan-00
20/7/2016,2016,7,20,16-Jan-00
21/7/2016,2016,7,21,16-Jan-00
22/7/2016,2016,7,22,16-Jan-00
23/7/2016,2016,7,23,16-Jan-00
24/7/2016,2016,7,24,16-Jan-00
25/7/2016,2016,7,25,16-Jan-00
26/7/2016,2016,7,26,16-Jan-00
27/7/2016,2016,7,27,16-Jan-00
28/7/2016,2016,7,28,16-Jan-00
29/7/2016,2016,7,29,16-Jan-00
30/7/2016,2016,7,30,16-Jan-00
31/7/2016,2016,7,31,16-Jan-00
8/1/16,2016,8,1,16-Jan-00
8/2/16,2016,8,2,16-Jan-00
8/3/16,2016,8,3,17-Jan-00
8/4/16,2016,8,4,17-Jan-00
8/5/16,2016,8,5,17-Jan-00
8/6/16,2016,8,6,17-Jan-00
8/7/16,2016,8,7,17-Jan-00
8/8/16,2016,8,8,17-Jan-00
8/9/16,2016,8,9,17-Jan-00
8/10/16,2016,8,10,17-Jan-00
8/11/16,2016,8,11,17-Jan-00
8/12/16,2016,8,12,17-Jan-00
13/8/2016,2016,8,13,17-Jan-00
14/8/2016,2016,8,14,17-Jan-00
15/8/2016,2016,8,15,17-Jan-00
16/8/2016,2016,8,16,17-Jan-00
17/8/2016,2016,8,17,18-Jan-00
18/8/2016,2016,8,18,18-Jan-00
19/8/2016,2016,8,19,18-Jan-00
20/8/2016,2016,8,20,18-Jan-00
21/8/2016,2016,8,21,18-Jan-00
22/8/2016,2016,8,22,18-Jan-00
23/8/2016,2016,8,23,18-Jan-00
24/8/2016,2016,8,24,18-Jan-00
25/8/2016,2016,8,25,18-Jan-00
26/8/2016,2016,8,26,18-Jan-00
27/8/2016,2016,8,27,18-Jan-00
28/8/2016,2016,8,28,18-Jan-00
29/8/2016,2016,8,29,18-Jan-00
30/8/2016,2016,8,30,18-Jan-00
31/8/2016,2016,8,31,18-Jan-00
9/1/16,2016,9,1,18-Jan-00
9/2/16,2016,9,2,18-Jan-00
9/3/16,2016,9,3,18-Jan-00
9/4/16,2016,9,4,18-Jan-00
9/5/16,2016,9,5,18-Jan-00
9/6/16,2016,9,6,18-Jan-00
9/7/16,2016,9,7,18-Jan-00
9/8/16,2016,9,8,18-Jan-00
9/9/16,2016,9,9,18-Jan-00
9/10/16,2016,9,10,18-Jan-00
9/11/16,2016,9,11,18-Jan-00
9/12/16,2016,9,12,18-Jan-00
13/9/2016,2016,9,13,17-Jan-00
14/9/2016,2016,9,14,17-Jan-00
15/9/2016,2016,9,15,17-Jan-00
16/9/2016,2016,9,16,17-Jan-00
17/9/2016,2016,9,17,18-Jan-00
18/9/2016,2016,9,18,18-Jan-00
19/9/2016,2016,9,19,17-Jan-00
20/9/2016,2016,9,20,18-Jan-00
21/9/2016,2016,9,21,18-Jan-00
22/9/2016,2016,9,22,18-Jan-00
23/9/2016,2016,9,23,18-Jan-00
24/9/2016,2016,9,24,18-Jan-00
25/9/2016,2016,9,25,18-Jan-00
26/9/2016,2016,9,26,18-Jan-00
27/9/2016,2016,9,27,18-Jan-00
28/9/2016,2016,9,28,18-Jan-00
29/9/2016,2016,9,29,18-Jan-00
30/9/2016,2016,9,30,18-Jan-00
10/1/16,2016,10,1,18-Jan-00
10/2/16,2016,10,2,18-Jan-00
10/3/16,2016,10,3,18-Jan-00
10/4/16,2016,10,4,18-Jan-00
10/5/16,2016,10,5,18-Jan-00
10/6/16,2016,10,6,18-Jan-00
10/7/16,2016,10,7,17-Jan-00
10/8/16,2016,10,8,17-Jan-00
10/9/16,2016,10,9,17-Jan-00
10/10/16,2016,10,10,17-Jan-00
10/11/16,2016,10,11,17-Jan-00
10/12/16,2016,10,12,17-Jan-00
13/10/2016,2016,10,13,17-Jan-00
14/10/2016,2016,10,14,17-Jan-00
15/10/2016,2016,10,15,17-Jan-00
16/10/2016,2016,10,16,17-Jan-00
17/10/2016,2016,10,17,17-Jan-00
18/10/2016,2016,10,18,17-Jan-00
19/10/2016,2016,10,19,17-Jan-00
20/10/2016,2016,10,20,17-Jan-00
21/10/2016,2016,10,21,17-Jan-00
22/10/2016,2016,10,22,17-Jan-00
23/10/2016,2016,10,23,17-Jan-00
24/10/2016,2016,10,24,16-Jan-00
25/10/2016,2016,10,25,16-Jan-00
26/10/2016,2016,10,26,16-Jan-00
27/10/2016,2016,10,27,16-Jan-00
28/10/2016,2016,10,28,16-Jan-00
29/10/2016,2016,10,29,16-Jan-00
30/10/2016,2016,10,30,16-Jan-00
31/10/2016,2016,10,31,16-Jan-00
11/1/16,2016,11,1,16-Jan-00
11/2/16,2016,11,2,16-Jan-00
11/3/16,2016,11,3,16-Jan-00
11/4/16,2016,11,4,16-Jan-00
11/5/16,2016,11,5,16-Jan-00
11/6/16,2016,11,6,15-Jan-00
11/7/16,2016,11,7,15-Jan-00
11/8/16,2016,11,8,15-Jan-00
11/9/16,2016,11,9,15-Jan-00
11/10/16,2016,11,10,15-Jan-00
11/11/16,2016,11,11,14-Jan-00
11/12/16,2016,11,12,14-Jan-00
13/11/2016,2016,11,13,14-Jan-00
14/11/2016,2016,11,14,14-Jan-00
15/11/2016,2016,11,15,14-Jan-00
16/11/2016,2016,11,16,14-Jan-00
17/11/2016,2016,11,17,13-Jan-00
18/11/2016,2016,11,18,13-Jan-00
19/11/2016,2016,11,19,13-Jan-00
20/11/2016,2016,11,20,13-Jan-00
21/11/2016,2016,11,21,13-Jan-00
22/11/2016,2016,11,22,13-Jan-00
23/11/2016,2016,11,23,12-Jan-00
24/11/2016,2016,11,24,12-Jan-00
25/11/2016,2016,11,25,12-Jan-00
26/11/2016,2016,11,26,12-Jan-00
27/11/2016,2016,11,27,12-Jan-00
28/11/2016,2016,11,28,12-Jan-00
29/11/2016,2016,11,29,11-Jan-00
30/11/2016,2016,11,30,11-Jan-00
12/1/16,2016,12,1,11-Jan-00
12/2/16,2016,12,2,11-Jan-00
12/3/16,2016,12,3,11-Jan-00
12/4/16,2016,12,4,10-Jan-00
12/5/16,2016,12,5,10-Jan-00
12/6/16,2016,12,6,10-Jan-00
12/7/16,2016,12,7,10-Jan-00
12/8/16,2016,12,8,10-Jan-00
12/9/16,2016,12,9,9-Jan-00
12/10/16,2016,12,10,9-Jan-00
12/11/16,2016,12,11,9-Jan-00
12/12/16,2016,12,12,8-Jan-00
13/12/2016,2016,12,13,8-Jan-00
14/12/2016,2016,12,14,8-Jan-00
15/12/2016,2016,12,15,8-Jan-00
16/12/2016,2016,12,16,7-Jan-00
17/12/2016,2016,12,17,7-Jan-00
18/12/2016,2016,12,18,7-Jan-00
19/12/2016,2016,12,19,7-Jan-00
20/12/2016,2016,12,20,7-Jan-00
21/12/2016,2016,12,21,7-Jan-00
22/12/2016,2016,12,22,6-Jan-00
23/12/2016,2016,12,23,6-Jan-00
24/12/2016,2016,12,24,6-Jan-00
25/12/2016,2016,12,25,6-Jan-00
26/12/2016,2016,12,26,6-Jan-00
27/12/2016,2016,12,27,6-Jan-00
28/12/2016,2016,12,28,6-Jan-00
29/12/2016,2016,12,29,5-Jan-00
30/12/2016,2016,12,30,5-Jan-00
31/12/2016,2016,12,31,5-Jan-00
1/1/17,2017,1,1,5-Jan-00
1/2/17,2017,1,2,5-Jan-00
1/3/17,2017,1,3,5-Jan-00
1/4/17,2017,1,4,5-Jan-00
1/5/17,2017,1,5,5-Jan-00
1/6/17,2017,1,6,4-Jan-00
1/7/17,2017,1,7,4-Jan-00
1/8/17,2017,1,8,4-Jan-00
1/9/17,2017,1,9,4-Jan-00
1/10/17,2017,1,10,4-Jan-00
1/11/17,2017,1,11,4-Jan-00
1/12/17,2017,1,12,4-Jan-00
13/1/2017,2017,1,13,4-Jan-00
14/1/2017,2017,1,14,3-Jan-00
15/1/2017,2017,1,15,3-Jan-00
16/1/2017,2017,1,16,3-Jan-00
17/1/2017,2017,1,17,3-Jan-00
18/1/2017,2017,1,18,3-Jan-00
19/1/2017,2017,1,19,3-Jan-00
20/1/2017,2017,1,20,3-Jan-00
21/1/2017,2017,1,21,3-Jan-00
22/1/2017,2017,1,22,3-Jan-00
23/1/2017,2017,1,23,2-Jan-00
24/1/2017,2017,1,24,2-Jan-00
25/1/2017,2017,1,25,2-Jan-00
26/1/2017,2017,1,26,2-Jan-00
27/1/2017,2017,1,27,2-Jan-00
28/1/2017,2017,1,28,2-Jan-00
29/1/2017,2017,1,29,2-Jan-00
30/1/2017,2017,1,30,2-Jan-00
31/1/2017,2017,1,31,2-Jan-00
2/1/17,2017,2,1,2-Jan-00
2/2/17,2017,2,2,2-Jan-00
2/3/17,2017,2,3,2-Jan-00
2/4/17,2017,2,4,2-Jan-00
2/5/17,2017,2,5,2-Jan-00
2/6/17,2017,2,6,2-Jan-00
2/7/17,2017,2,7,2-Jan-00
2/8/17,2017,2,8,2-Jan-00
2/9/17,2017,2,9,2-Jan-00
2/10/17,2017,2,10,2-Jan-00
2/11/17,2017,2,11,2-Jan-00
2/12/17,2017,2,12,2-Jan-00
13/2/2017,2017,2,13,2-Jan-00
14/2/2017,2017,2,14,2-Jan-00
15/2/2017,2017,2,15,2-Jan-00
16/2/2017,2017,2,16,2-Jan-00
17/2/2017,2017,2,17,2-Jan-00
18/2/2017,2017,2,18,2-Jan-00
19/2/2017,2017,2,19,2-Jan-00
20/2/2017,2017,2,20,2-Jan-00
21/2/2017,2017,2,21,2-Jan-00
22/2/2017,2017,2,22,2-Jan-00
23/2/2017,2017,2,23,2-Jan-00
24/2/2017,2017,2,24,2-Jan-00
25/2/2017,2017,2,25,2-Jan-00
26/2/2017,2017,2,26,2-Jan-00
27/2/2017,2017,2,27,2-Jan-00
28/2/2017,2017,2,28,2-Jan-00
3/1/17,2017,3,1,2-Jan-00
3/2/17,2017,3,2,2-Jan-00
3/3/17,2017,3,3,2-Jan-00
3/4/17,2017,3,4,2-Jan-00
3/5/17,2017,3,5,2-Jan-00
3/6/17,2017,3,6,2-Jan-00
3/7/17,2017,3,7,2-Jan-00
3/8/17,2017,3,8,2-Jan-00
3/9/17,2017,3,9,2-Jan-00
3/10/17,2017,3,10,2-Jan-00
3/11/17,2017,3,11,2-Jan-00
3/12/17,2017,3,12,2-Jan-00
13/3/2017,2017,3,13,2-Jan-00
14/3/2017,2017,3,14,2-Jan-00
15/3/2017,2017,3,15,2-Jan-00
16/3/2017,2017,3,16,2-Jan-00
17/3/2017,2017,3,17,2-Jan-00
18/3/2017,2017,3,18,2-Jan-00
19/3/2017,2017,3,19,2-Jan-00
20/3/2017,2017,3,20,2-Jan-00
21/3/2017,2017,3,21,2-Jan-00
22/3/2017,2017,3,22,2-Jan-00
23/3/2017,2017,3,23,2-Jan-00
24/3/2017,2017,3,24,3-Jan-00
25/3/2017,2017,3,25,3-Jan-00
26/3/2017,2017,3,26,3-Jan-00
27/3/2017,2017,3,27,3-Jan-00
28/3/2017,2017,3,28,3-Jan-00
29/3/2017,2017,3,29,3-Jan-00
30/3/2017,2017,3,30,3-Jan-00
31/3/2017,2017,3,31,3-Jan-00
4/1/17,2017,4,1,3-Jan-00
4/2/17,2017,4,2,3-Jan-00
4/3/17,2017,4,3,3-Jan-00
4/4/17,2017,4,4,4-Jan-00
4/5/17,2017,4,5,4-Jan-00
4/6/17,2017,4,6,4-Jan-00
4/7/17,2017,4,7,4-Jan-00
4/8/17,2017,4,8,4-Jan-00
4/9/17,2017,4,9,4-Jan-00
4/10/17,2017,4,10,4-Jan-00
4/11/17,2017,4,11,4-Jan-00
4/12/17,2017,4,12,5-Jan-00
13/4/2017,2017,4,13,5-Jan-00
14/4/2017,2017,4,14,5-Jan-00
15/4/2017,2017,4,15,5-Jan-00
16/4/2017,2017,4,16,5-Jan-00
17/4/2017,2017,4,17,5-Jan-00
